2	zcjkguasq321	too much miti kata in hawa	Tue Apr 04 13:03:20 CDT 2017	null	null	null	too much miti kata in hawa
2232	Christi42162677	Someone wants to chat with me? ! Click,don't be shy- https://t.co/mX4eyhz3hn https://t.co/fgt8BLUZaZ	Tue Apr 04 14:15:08 CDT 2017	null	null	null	Someone wants to chat with me? ! Click,don't be shy- https://t.co/mX4eyhz3hn https://t.co/fgt8BLUZaZ
2233	wfctodaypod	Former #Obama administration labor official on her biggest regret https://t.co/HbYcihC7Pz #workforce #economy #NHV #workforcedev	Tue Apr 04 14:15:08 CDT 2017	null	null	null	Former #Obama administration labor official on her biggest regret https://t.co/HbYcihC7Pz #workforce #economy #NHV #workforcedev
2234	lscott163	RT @DropThe_Mic: In case u were wondering, after CHINA hacked OPM https://t.co/94qZVdtnXh WANNA KNOW AGREEMENT WE MADE? But #Russia… 	Tue Apr 04 14:15:10 CDT 2017	null	null	null	RT @DropThe_Mic: In case u were wondering, after CHINA hacked OPM https://t.co/94qZVdtnXh WANNA KNOW AGREEMENT WE MADE? But #Russia… 
2235	evzaah	RT @RealJamesWoods: #SusanRice #RiceGate #Obama https://t.co/K1A4rUbvAJ	Tue Apr 04 14:15:12 CDT 2017	null	null	null	RT @RealJamesWoods: #SusanRice #RiceGate #Obama https://t.co/K1A4rUbvAJ
2236	jtpond	RT @Allen_Clifton: Yes, #DonaldTrump is blaming Syria launching a #ChemicalAttack 3 months into his administration... on Obama. You can't m…	Tue Apr 04 14:15:12 CDT 2017	null	null	null	RT @Allen_Clifton: Yes, #DonaldTrump is blaming Syria launching a #ChemicalAttack 3 months into his administration... on Obama. You can't m…
2237	Stephenrainey	#1984 started with #Obama admin using irs to target repubs. 2) prosecuting whistleblowers. 3)massive surveilance on citizens #dirtyrice	Tue Apr 04 14:15:12 CDT 2017	null	null	null	#1984 started with #Obama admin using irs to target repubs. 2) prosecuting whistleblowers. 3)massive surveilance on citizens #dirtyrice
2238	PIvanjuk	RT @JamesReedman1: The 3 muslim Brothers Arrested for #SpyingonTrump Were Hired by #Obama. #ComeyHearing https://t.co/SRwbK8Ea9t via @wordp…	Tue Apr 04 14:15:14 CDT 2017	null	null	null	RT @JamesReedman1: The 3 muslim Brothers Arrested for #SpyingonTrump Were Hired by #Obama. #ComeyHearing https://t.co/SRwbK8Ea9t via @wordp…
2239	kemling_becky	RT @EricBoehlert: the latest poll to find Trump's approval at 35%---which is worse than Obama ever had in 8 yrs. https://t.co/7RPHvnXe69	Tue Apr 04 14:15:16 CDT 2017	null	null	null	RT @EricBoehlert: the latest poll to find Trump's approval at 35%---which is worse than Obama ever had in 8 yrs. https://t.co/7RPHvnXe69
2240	bd_american	RT @RealJamesWoods: "I leaked nothin' to nobody." - Susan Rice. This quote reeks of an unhappy destiny. #RiceGate #Obama #SusanRice	Tue Apr 04 14:15:16 CDT 2017	null	null	null	RT @RealJamesWoods: "I leaked nothin' to nobody." - Susan Rice. This quote reeks of an unhappy destiny. #RiceGate #Obama #SusanRice
2241	CIA_Analyst	RT @WashTimes: Islamic State spokesperson calls Donald Trump an 'idiot': Report https://t.co/exAHSwkRsp #ISIS #IslamicState #DonaldTrump	Tue Apr 04 14:15:18 CDT 2017	null	null	null	RT @WashTimes: Islamic State spokesperson calls Donald Trump an 'idiot': Report https://t.co/exAHSwkRsp #ISIS #IslamicState #DonaldTrump
2242	coachellavirgo	You just knew that sooner or later #Obama hack and #Benghazi liar #SusanRice would again disgrace herself.	Tue Apr 04 14:15:21 CDT 2017	null	null	null	You just knew that sooner or later #Obama hack and #Benghazi liar #SusanRice would again disgrace herself.
2243	rebeccamarrs2	RT @andersonDrLJA: Democrat #AdamSchiff's Interview SUPPORTS #TRUMP & #NUNES Claims of SURVEILLANCE! #OBAMA GUILTY OF #SpyingOnTrump!… 	Tue Apr 04 14:15:23 CDT 2017	null	null	null	RT @andersonDrLJA: Democrat #AdamSchiff's Interview SUPPORTS #TRUMP & #NUNES Claims of SURVEILLANCE! #OBAMA GUILTY OF #SpyingOnTrump!… 
2244	NANAS_RANT	RT @DropThe_Mic: How bout #Obama & #MSM covering up 2014 #Russia hack of WH because it was midterm elections? AND DID NOTHING 2 FIX!… 	Tue Apr 04 14:15:24 CDT 2017	null	null	null	RT @DropThe_Mic: How bout #Obama & #MSM covering up 2014 #Russia hack of WH because it was midterm elections? AND DID NOTHING 2 FIX!… 
2245	eloe88	RT @bfraser747: We need to fight back against #Obama's intelligence leaks and all forms of a #ShadowGovernment #DrainTheSwamp… 	Tue Apr 04 14:15:25 CDT 2017	null	null	null	RT @bfraser747: We need to fight back against #Obama's intelligence leaks and all forms of a #ShadowGovernment #DrainTheSwamp… 
2246	wyodebbie	RT @RealJamesWoods: #SusanRice #RiceGate #Obama https://t.co/K1A4rUbvAJ	Tue Apr 04 14:15:28 CDT 2017	null	null	null	RT @RealJamesWoods: #SusanRice #RiceGate #Obama https://t.co/K1A4rUbvAJ
2247	cuddle0000	RT @comermd: Will #SusanRice bring down #obama? What ever you do Susan, don't take baths, long walks at night or order take out!… 	Tue Apr 04 14:15:30 CDT 2017	null	null	null	RT @comermd: Will #SusanRice bring down #obama? What ever you do Susan, don't take baths, long walks at night or order take out!… 
2248	VallettaRus	RT @EricBoehlert: the latest poll to find Trump's approval at 35%---which is worse than Obama ever had in 8 yrs. https://t.co/7RPHvnXe69	Tue Apr 04 14:15:30 CDT 2017	null	null	null	RT @EricBoehlert: the latest poll to find Trump's approval at 35%---which is worse than Obama ever had in 8 yrs. https://t.co/7RPHvnXe69
2249	JudithMcMillen	RT @RealJamesWoods: Since every unmasking request is recorded by NSA as a mandated procedure, those requests can be tracked. #SpecialProsec…	Tue Apr 04 14:15:33 CDT 2017	null	null	null	RT @RealJamesWoods: Since every unmasking request is recorded by NSA as a mandated procedure, those requests can be tracked. #SpecialProsec…
2250	RuggerHuggerMom	😂😂🤣🤣🤣🤣All The Lolz! https://t.co/k9LKcWcOjD	Tue Apr 04 14:15:35 CDT 2017	null	null	null	😂😂🤣🤣🤣🤣All The Lolz! https://t.co/k9LKcWcOjD
2251	Tigermike7	RT @EricBoehlert: the latest poll to find Trump's approval at 35%---which is worse than Obama ever had in 8 yrs. https://t.co/7RPHvnXe69	Tue Apr 04 14:15:37 CDT 2017	null	null	null	RT @EricBoehlert: the latest poll to find Trump's approval at 35%---which is worse than Obama ever had in 8 yrs. https://t.co/7RPHvnXe69
2252	Toni_Malin	RT @camboviet: The #Clinton #Obama Legacy: #NorthKorea Defector Warns ‘World Should be Ready’ https://t.co/cwPCpxoyn5 via @pamelageller	Tue Apr 04 14:15:43 CDT 2017	null	null	null	RT @camboviet: The #Clinton #Obama Legacy: #NorthKorea Defector Warns ‘World Should be Ready’ https://t.co/cwPCpxoyn5 via @pamelageller
2253	suedanim	RT @QuinnipiacPoll: #Trump Slump Continues As He Drops Below #Obama; #Republicans In #Congress Drop To More Than 3-1 Negative https://t.co/…	Tue Apr 04 14:15:43 CDT 2017	null	null	null	RT @QuinnipiacPoll: #Trump Slump Continues As He Drops Below #Obama; #Republicans In #Congress Drop To More Than 3-1 Negative https://t.co/…
2254	keywestcliff2	#Syria #Obama #Hillary Remember line in the sand, red line not to be crossed? #ChemicalWeapons? #Obama is war criminal and treasonous.	Tue Apr 04 14:15:44 CDT 2017	null	null	null	#Syria #Obama #Hillary Remember line in the sand, red line not to be crossed? #ChemicalWeapons? #Obama is war criminal and treasonous.
2255	UniteBlueNJ	Shame on you for denying the same to Merrick Garland. You subverted the will of the Amaerican people. https://t.co/ct3O0XfpvO	Tue Apr 04 14:15:45 CDT 2017	null	null	null	Shame on you for denying the same to Merrick Garland. You subverted the will of the Amaerican people. https://t.co/ct3O0XfpvO
2256	bfrasier1951	RT @GOPNewsBrief: #SusanRice says she "leaked nothing to nobody." She clearly failed English. #Obama hired morons like himself. #RiceGate…	Tue Apr 04 14:15:48 CDT 2017	null	null	null	RT @GOPNewsBrief: #SusanRice says she "leaked nothing to nobody." She clearly failed English. #Obama hired morons like himself. #RiceGate…
2257	watchjbourne	Forget about #Obama and watch this new #thriller movie: https://t.co/k9ozByz4I1 https://t.co/omppTxp7Ko	Tue Apr 04 14:15:49 CDT 2017	null	null	null	Forget about #Obama and watch this new #thriller movie: https://t.co/k9ozByz4I1 https://t.co/omppTxp7Ko
2258	robertthedeuce	RT @RealJamesWoods: Since every unmasking request is recorded by NSA as a mandated procedure, those requests can be tracked. #SpecialProsec…	Tue Apr 04 14:15:51 CDT 2017	null	null	null	RT @RealJamesWoods: Since every unmasking request is recorded by NSA as a mandated procedure, those requests can be tracked. #SpecialProsec…
2259	watchjbourne	Forget about #Obama and watch this new #thriller movie: https://t.co/k9ozByz4I1 https://t.co/zJZbMIcO9K	Tue Apr 04 14:15:51 CDT 2017	null	null	null	Forget about #Obama and watch this new #thriller movie: https://t.co/k9ozByz4I1 https://t.co/zJZbMIcO9K
2260	StroudDebra	RT @RealJamesWoods: #SusanRice #RiceGate #Obama https://t.co/K1A4rUbvAJ	Tue Apr 04 14:15:52 CDT 2017	null	null	null	RT @RealJamesWoods: #SusanRice #RiceGate #Obama https://t.co/K1A4rUbvAJ
2261	Obamabullshit	RT @iowa_trump: "I didn't leak nothin to nobody" #SusanRiceUnmasked BUT.. DID YOU DISCUSS ⁉ https://t.co/dKdcxe2IL4	Tue Apr 04 14:15:55 CDT 2017	null	null	null	RT @iowa_trump: "I didn't leak nothin to nobody" #SusanRiceUnmasked BUT.. DID YOU DISCUSS ⁉ https://t.co/dKdcxe2IL4
2262	theoceanlawyers	RT @lesleyabravanel: Guess what, @realDonaldTrump? You won something bigly. You're most failing president in US history. #Trumprussia http…	Tue Apr 04 14:15:55 CDT 2017	null	null	null	RT @lesleyabravanel: Guess what, @realDonaldTrump? You won something bigly. You're most failing president in US history. #Trumprussia http…
2263	D_Dextra	RT @bfraser747: We need to fight back against #Obama's intelligence leaks and all forms of a #ShadowGovernment #DrainTheSwamp… 	Tue Apr 04 14:15:56 CDT 2017	null	null	null	RT @bfraser747: We need to fight back against #Obama's intelligence leaks and all forms of a #ShadowGovernment #DrainTheSwamp… 
2264	RedRushWarrior	RT @yerissa_blondee: So much for #Obama Beating #Trump- In Head to Head Polls #Trump wins https://t.co/zQOt2Myyml	Tue Apr 04 14:15:57 CDT 2017	null	null	null	RT @yerissa_blondee: So much for #Obama Beating #Trump- In Head to Head Polls #Trump wins https://t.co/zQOt2Myyml
2265	aspmom5	RT @RealJamesWoods: "I leaked nothin' to nobody." - Susan Rice. This quote reeks of an unhappy destiny. #RiceGate #Obama #SusanRice	Tue Apr 04 14:15:59 CDT 2017	null	null	null	RT @RealJamesWoods: "I leaked nothin' to nobody." - Susan Rice. This quote reeks of an unhappy destiny. #RiceGate #Obama #SusanRice
2266	Flgirl722	RT @RealJamesWoods: Since every unmasking request is recorded by NSA as a mandated procedure, those requests can be tracked. #SpecialProsec…	Tue Apr 04 14:16:00 CDT 2017	null	null	null	RT @RealJamesWoods: Since every unmasking request is recorded by NSA as a mandated procedure, those requests can be tracked. #SpecialProsec…
2267	psbrown	RT @RealJamesWoods: #SusanRice #RiceGate #Obama https://t.co/K1A4rUbvAJ	Tue Apr 04 14:16:00 CDT 2017	null	null	null	RT @RealJamesWoods: #SusanRice #RiceGate #Obama https://t.co/K1A4rUbvAJ
2268	ObamaInTheNews	Siftings (AR) Herald News: Obama aide denies using intel to spy on Trump advisers . More #Obama #news - https://t.co/OkWn16TLaX	Tue Apr 04 14:16:00 CDT 2017	null	null	null	Siftings (AR) Herald News: Obama aide denies using intel to spy on Trump advisers . More #Obama #news - https://t.co/OkWn16TLaX
2269	Bryan700	RT @RealJamesWoods: #SusanRice #RiceGate #Obama https://t.co/K1A4rUbvAJ	Tue Apr 04 14:16:01 CDT 2017	null	null	null	RT @RealJamesWoods: #SusanRice #RiceGate #Obama https://t.co/K1A4rUbvAJ
2270	GabeDiani	RT @resisterhood: But what did you do when President Obama nominated Merrick Garland? https://t.co/UVPFgxjr0S	Tue Apr 04 14:16:01 CDT 2017	null	null	null	RT @resisterhood: But what did you do when President Obama nominated Merrick Garland? https://t.co/UVPFgxjr0S
2271	holden_holden29	RT @JamesReedman1: The 3 muslim Brothers Arrested for #SpyingonTrump Were Hired by #Obama. #ComeyHearing https://t.co/SRwbK8Ea9t via @wordp…	Tue Apr 04 14:16:03 CDT 2017	null	null	null	RT @JamesReedman1: The 3 muslim Brothers Arrested for #SpyingonTrump Were Hired by #Obama. #ComeyHearing https://t.co/SRwbK8Ea9t via @wordp…
2272	yanqui49	RT @QuinnipiacPoll: #Trump Slump Continues As He Drops Below #Obama; #Republicans In #Congress Drop To More Than 3-1 Negative https://t.co/…	Tue Apr 04 14:16:03 CDT 2017	null	null	null	RT @QuinnipiacPoll: #Trump Slump Continues As He Drops Below #Obama; #Republicans In #Congress Drop To More Than 3-1 Negative https://t.co/…
2273	Josal87	RT @RealJamesWoods: "I leaked nothin' to nobody." - Susan Rice. This quote reeks of an unhappy destiny. #RiceGate #Obama #SusanRice	Tue Apr 04 14:16:07 CDT 2017	null	null	null	RT @RealJamesWoods: "I leaked nothin' to nobody." - Susan Rice. This quote reeks of an unhappy destiny. #RiceGate #Obama #SusanRice
2274	AtlantaKSD	RT @bfraser747: "If Bush did this to #Obama, the political earthquake would still be palpable today" ~ @Judgenap https://t.co/y0HAzYIFPe	Tue Apr 04 14:16:08 CDT 2017	null	null	null	RT @bfraser747: "If Bush did this to #Obama, the political earthquake would still be palpable today" ~ @Judgenap https://t.co/y0HAzYIFPe
2275	DANEgerus	RT @Varneyco: .@JudgeJeanine "You might be able to make a case... and the leaking to the destroy was ultimately to destroy #DonaldTrump"	Tue Apr 04 14:16:10 CDT 2017	null	null	null	RT @Varneyco: .@JudgeJeanine "You might be able to make a case... and the leaking to the destroy was ultimately to destroy #DonaldTrump"
2276	NovaShpakova	RT @desnos_bob: un altra PsyOp contro le elezioni #francia #LePen , l equazione e' LePen = #Putin = #Assad = Gas nervini , lo affe… 	Tue Apr 04 14:16:14 CDT 2017	null	null	null	RT @desnos_bob: un altra PsyOp contro le elezioni #francia #LePen , l equazione e' LePen = #Putin = #Assad = Gas nervini , lo affe… 
2277	bndsnoopy61	RT @EricBoehlert: the latest poll to find Trump's approval at 35%---which is worse than Obama ever had in 8 yrs. https://t.co/7RPHvnXe69	Tue Apr 04 14:16:14 CDT 2017	null	null	null	RT @EricBoehlert: the latest poll to find Trump's approval at 35%---which is worse than Obama ever had in 8 yrs. https://t.co/7RPHvnXe69
2278	meyers000111	So much for #Obama Beating #Trump- In Head to Head Polls #Trump wins https://t.co/QWLYvnWEs7	Tue Apr 04 14:16:14 CDT 2017	null	null	null	So much for #Obama Beating #Trump- In Head to Head Polls #Trump wins https://t.co/QWLYvnWEs7
2279	MacBetty	RT @keywestcliff2: #Syria #Obama #Hillary Remember line in the sand, red line not to be crossed? #ChemicalWeapons? #Obama is war criminal a…	Tue Apr 04 14:16:18 CDT 2017	null	null	null	RT @keywestcliff2: #Syria #Obama #Hillary Remember line in the sand, red line not to be crossed? #ChemicalWeapons? #Obama is war criminal a…
2280	C0DE_W4RR10R	RT @RealJamesWoods: Since every unmasking request is recorded by NSA as a mandated procedure, those requests can be tracked. #SpecialProsec…	Tue Apr 04 14:16:19 CDT 2017	null	null	null	RT @RealJamesWoods: Since every unmasking request is recorded by NSA as a mandated procedure, those requests can be tracked. #SpecialProsec…
2281	catle57	RT @RealJamesWoods: Since every unmasking request is recorded by NSA as a mandated procedure, those requests can be tracked. #SpecialProsec…	Tue Apr 04 14:16:23 CDT 2017	null	null	null	RT @RealJamesWoods: Since every unmasking request is recorded by NSA as a mandated procedure, those requests can be tracked. #SpecialProsec…
2282	savoyar44	RT @WashTimes: Islamic State spokesperson calls Donald Trump an 'idiot': Report https://t.co/exAHSwkRsp #ISIS #IslamicState #DonaldTrump	Tue Apr 04 14:16:26 CDT 2017	null	null	null	RT @WashTimes: Islamic State spokesperson calls Donald Trump an 'idiot': Report https://t.co/exAHSwkRsp #ISIS #IslamicState #DonaldTrump
2283	Weltenbrandt	can we stop having "Pundits" on creating impression that anything this admin is doing is popular with anybody other… https://t.co/p6gXO6KQaG	Tue Apr 04 14:16:29 CDT 2017	null	null	null	can we stop having "Pundits" on creating impression that anything this admin is doing is popular with anybody other… https://t.co/p6gXO6KQaG
2284	TweetYohans	RT @yerissa_blondee: A Nervous George #Soros Lashes Out At #DonaldTrump:He Wants populace to panic! https://t.co/JfTs447IkQ	Tue Apr 04 14:16:31 CDT 2017	null	null	null	RT @yerissa_blondee: A Nervous George #Soros Lashes Out At #DonaldTrump:He Wants populace to panic! https://t.co/JfTs447IkQ
2285	proffitt_annie	RT @RealJamesWoods: "I leaked nothin' to nobody." - Susan Rice. This quote reeks of an unhappy destiny. #RiceGate #Obama #SusanRice	Tue Apr 04 14:16:34 CDT 2017	null	null	null	RT @RealJamesWoods: "I leaked nothin' to nobody." - Susan Rice. This quote reeks of an unhappy destiny. #RiceGate #Obama #SusanRice
2286	Floridaartist1	NO and she was not sorry https://t.co/lX0MpIEAgc	Tue Apr 04 14:16:35 CDT 2017	null	null	null	NO and she was not sorry https://t.co/lX0MpIEAgc
2287	AnjeelaGohar	RT @rafu007: Younus AlGohar's Challenge to #ISIS https://t.co/5imaB7MPea #ISIL #Daesh #IslamicState #Iraq #Syria #Libya #Yemen #DonaldTrump	Tue Apr 04 14:16:37 CDT 2017	null	null	null	RT @rafu007: Younus AlGohar's Challenge to #ISIS https://t.co/5imaB7MPea #ISIL #Daesh #IslamicState #Iraq #Syria #Libya #Yemen #DonaldTrump
2288	FuckUFeminism	@realDonaldTrump I know you get a lot of hate but I think you'll do fine. Just don't nuke the planet and keep gas prices low 👍🏼#DonaldTrump	Tue Apr 04 14:16:38 CDT 2017	null	null	null	@realDonaldTrump I know you get a lot of hate but I think you'll do fine. Just don't nuke the planet and keep gas prices low 👍🏼#DonaldTrump
2289	RuggieroMarie	RT @LiberalsLeaving: #BenRhodes is #Obama treasonous mole trying to destroy #Trump. I say #DrainTheSwamp with the likes of this criminal h…	Tue Apr 04 14:16:42 CDT 2017	null	null	null	RT @LiberalsLeaving: #BenRhodes is #Obama treasonous mole trying to destroy #Trump. I say #DrainTheSwamp with the likes of this criminal h…
2290	TrumpSoros	Guess who pays the ~ ~https://t.co/0SfGaNab8j~~ https://t.co/vuVpnSXO5X	Tue Apr 04 14:16:43 CDT 2017	null	null	null	Guess who pays the ~ ~https://t.co/0SfGaNab8j~~ https://t.co/vuVpnSXO5X
2291	DandlMontgomery	Good #Democrats! Leave #HillaryClinton #Obama formula behind: Deny, get caught, lie, blame, "hey what I did was legal!" C'mon! - #foxnews	Tue Apr 04 14:16:46 CDT 2017	null	null	null	Good #Democrats! Leave #HillaryClinton #Obama formula behind: Deny, get caught, lie, blame, "hey what I did was legal!" C'mon! - #foxnews
2292	JerryCallaio	#Republican #Fascist #Trump pulls back #Obama-era protections for #Women in the workplace! #Resistance https://t.co/ilOj6dpnZf via @nbcnews	Tue Apr 04 14:16:46 CDT 2017	null	null	null	#Republican #Fascist #Trump pulls back #Obama-era protections for #Women in the workplace! #Resistance https://t.co/ilOj6dpnZf via @nbcnews
2293	greylady1954	RT @theoptionoracle: POLL: Should #Obama and #SusanRice be prosecuted for illegally spying on American citizens? @AppSame @HouseGOP #MAGA…	Tue Apr 04 14:16:46 CDT 2017	null	null	null	RT @theoptionoracle: POLL: Should #Obama and #SusanRice be prosecuted for illegally spying on American citizens? @AppSame @HouseGOP #MAGA…
2294	KamikazeComedy	RT @RealJamesWoods: #SusanRice #RiceGate #Obama https://t.co/K1A4rUbvAJ	Tue Apr 04 14:16:46 CDT 2017	null	null	null	RT @RealJamesWoods: #SusanRice #RiceGate #Obama https://t.co/K1A4rUbvAJ
